Back to My Orders,"volver a ""mis órdenes"""
Wish List (%1),Lista de deseos (%1)
The wish list item id is not received.,El artículo-id de la lista de deseos no se conserva.
The wish list item is not loaded.,El elemento de la lista de deseos no puede ser cargado
We can't find this wish list.,Desafortunadamente no podemos encontrar esta lista de deseos.
Move to Wish List,Muévete a la lista de deseos
The wish list item ID needs to be received. Set the ID and try again.,La identificación del artículo de la Lista de Deseos debe haber sido recibida. Prepara la identificación e inténtalo de nuevo.
The wish list item needs to be loaded. Load the item and try again.,El artículo de la lista de deseos debe haber sido cargado. Cargue el artículo e inténtelo de nuevo.
Add to Wish List,Añadir a la lista de deseos
Add to Wishlist,Añadir a la lista de deseos
Add to Wish List,Añadir a la lista de deseos
Days in Wish List,Días en la lista de deseos
Please define Wish List item ID.,"Por favor, defina la identificación de la entrada de la lista de deseos."
Please load Wish List item.,"Por favor, descargue la entrada de la lista de deseos."
Wish List,Lista de deseos
The wish list item has been added to this gift registry.,El artículo de la lista de deseos se ha añadido a la lista de regalos.
We couldn’t add your wish list items to your gift registry.,No pudimos añadir los productos de su lista de deseos a su lista de regalos.
Customer's Wish List Report,Informe de la lista de deseos del cliente
My Wish Lists,Mi lista de deseos
1 item in wish list,1 artículo de la lista de deseos
%1 items in wish list,%1 artículo de la lista de deseos
Wish List Search,Búsqueda en la lista de deseos
Customer Wish List Report,Informe de la lista de deseos del cliente
"Wish list ""%1"" was saved.","Lista de deseos ""%1"" guardada."
We can't create the wish list right now.,No podemos crear las listas de deseos en este momento.
We can't copy the wish list item.,No pudimos copiar el artículo de la lista de deseos.
You can't delete the default wish list.,No pudimos eliminar la lista de deseos estándar.
"Wish List ""%1"" has been deleted.","La lista de deseos ""%1"" fue eliminada."
We can't delete the wish list right now.,No pudimos eliminar las listas de deseos por el momento.
We can't move the wish list item.,No pudimos mover el elemento de la lista de deseos.
%1's Wish List,La lista de deseos de %1
%1's Wish List (%2),La lista de deseos de %1 (%2)
The wish list is not assigned to your account and can't be edited.,La lista de deseos no está asignada a su cuenta y no puede ser editada.
Provide the wish list name.,Especifique el nombre de la lista de deseos.
"Wish list ""%1"" already exists.","La lista de deseos ""%1"" ya existe."
Only %1 wish list(s) can be created.,Sólo se puede crear el 1% de la(s) lista(s) de deseos
All Wish Lists,Todas las listas de deseos
Delete Wish List,Eliminar la lista de deseos
Wish List Items,Artículos de la lista de deseos
Create New Wish List,Crear nuevas listas de deseos
Move to Wish List,Muévete a la lista de deseos
Copy to Wish List,Copia a la lista de deseos
Wish List Name,Nombre de la lista de deseos
Wish List,Lista de deseos
Create Wish List,Crear la lista de deseos
Edit Wish List,Editar la lista de deseos
Public Wish List,Lista de deseos del público
Private Wish List,Lista de deseos privados
Move Selected to Wish List,Mover la selección a la lista de deseos
Copy Selected to Wish List,Copiar la selección a la lista de deseos
We can't create the Wish List right now.,No podemos hacer la lista de deseos ahora mismo.
Are you sure you want to delete your wish list? This action can't be undone.,¿Estás seguro de que quieres borrar tu lista de deseos? Esta acción no puede deshacerse.
Wish Lists,Lista de deseos
Enable Multiple Wish Lists,Activar múltiples listas de deseos
Number of Multiple Wish Lists,Número de varias listas de deseos
The number of multiple wish lists should be equal to or more than 2.,El número de listas de deseos múltiples debe ser mayor o igual a 2.
Wish List Search Description,Descripción de la búsqueda en la lista de deseos
Wish List Search Template,Plantilla de búsqueda de la lista de deseos
Wish List Quantity,Lista de deseos Cantidad
Add to Wish List,Añadir a la lista de deseos
Could not create a wish list.,No se pudo crear una lista de deseos.
The default wish list can't be deleted.,La lista de deseos estándar no puede ser eliminada.
Edit wish list,Editar la lista de deseos
Wish List,Lista de deseos
The wish list is not empty and abandoned %1 %2 days and %3 of these conditions match:,La lista de deseos no está vacía y abandonada %1 %2 días y %3 de estos términos y condiciones se aplican:
The root wish list condition should have a days value of 1 or greater.,La condición de la lista de deseos debe tener un valor de etiqueta de al menos 1.
Number of wish list items %1 %2 ,Número de elementos de la lista de deseos %1 %2 
Wish List %1 shared,Lista de deseos %1 dividido
"The item was added to wish list %1, store view %2.","El artículo ha sido añadido a la lista de deseos %1, a la vista de la tienda %2."
If an item is %1 in the wish list and %2 of these conditions match:,Si un elemento %1 está en la lista de deseos y %2 de estas condiciones coinciden
Wish Lists,Lista de deseos
Wish List Purchase,Comprar la lista de deseos
Wish List vs. Regular Order,Lista de deseos en contra de la orden regular
Customers that have Wish List: %1,Clientes que tienen una lista de deseos: %1
Number of Wish Lists: %1,Número de listas de deseos: %1
Number of items bought from a Wish List: %1,Número de artículos comprados de una lista de deseos: %1
Add to Wish List,Añadir a la lista de deseos
"Enable ""Share WishList"" Report","Habilitar el informe ""Compartir lista de deseos""."
Wish List,Lista de deseos
We can't find this wish list.,Desafortunadamente no podemos encontrar esta lista de deseos.
Move to Wish List,Muévete a la lista de deseos
Wish List,Lista de deseos
Wish List Sharing,Comparte tu lista de deseos
My Wish List,Mi lista de deseos
%1's Wish List,La lista de deseos de %1
We can't add the item to Wish List right now: %1.,El producto no pudo ser añadido a la lista de deseos: %1.
We can't add the item to Wish List right now.,El producto no pudo ser añadido a la lista de deseos.
We can't load the Wish List item right now.,No pudimos cargar el elemento de la lista de deseos.
%1 has been moved to your wish list.,%1 fue agregado a su lista de deseos.
We can't move the item to the wish list.,El elemento no podía ser movido a la lista de deseos.
This wish list can be shared %1 more times.,Esta lista de deseos puede ser compartida %1 veces.
Please enter a valid email address.,"Por favor, introduzca una dirección de correo electrónico válida."
Your wish list has been shared.,Su lista de deseos ha sido dividida.
%1 has been updated in your Wish List.,%1 fue renovado en su lista de deseos.
We can't update your Wish List right now.,La lista de deseos no pudo ser actualizada.
The requested Wish List doesn't exist.,La lista de deseos solicitada no existe.
We can't create the Wish List right now.,No podemos hacer la lista de deseos ahora mismo.
Display number of items in wish list,Mostrar el número de productos en la lista de deseos
We can't update the Wish List right now.,La lista de deseos no pudo ser actualizada.
We cannot retrieve the Wish List.,No pudimos recuperar la lista de deseos.
%1's Wishlist,La lista de deseos de %1
Share Wish List,Comparte tu lista de deseos
Update Wish List,Actualizar la lista de deseos
Move to Wishlist,Muévete a la lista de deseos
Add to Wish List,Añadir a la lista de deseos
This Wish List has no Items,Esta lista de deseos no contiene ningún artículo
%1 has been added to your Wish List.,%1 fue agregado a su lista de deseos.
RSS link to %1's wishlist,Enlace RSS a la lista de deseos de %1
Wish List is empty now.,La lista de deseos está ahora vacía.
Go to Wish List,A la lista de deseos
You have no items in your wish list.,No tienes artículos en tu lista de deseos.
Take a look at %customer_name's Wish List,Echa un vistazo a la lista de deseos de %nombre_del_cliente
%customer_name wants to share this Wish List from %store_name with you:,%nombre_del_cliente quiere compartir esta lista de deseos de %nombre_de_la_tienda con usted:
View all Wish List items,Mostrar todos los productos de la lista de deseos
Wish List Section,Sección de la lista de deseos
My Wish List Link,El enlace de mi lista de deseos
Display Wish List Summary,Mostrar resumen de la lista de deseos
Days in Wish List,Días en la lista de deseos
Add To Wishlist,Añadir a la lista de deseos
%1 has been removed from your Wish List.,%1 fue eliminado de su lista de deseos.
The Wish List item can't load at this time. Please try again later.,"El elemento de la lista de deseos no puede ser cargado en este momento. Por favor, inténtelo de nuevo más tarde."
You must login or register to add items to your wishlist.,Debe ingresar o registrarse para agregar productos a su lista de deseos.
"Missing key ""model"" in Wishlist Item value data","Falta la clave ""modelo"" en los datos de valor del artículo de la lista de deseos"
"Missing key ""model"" in Wishlist value data","Falta la clave ""modelo"" en los valores de la lista de deseos"
incl. VAT,incluyendo el impuesto sobre el valor añadido
Product name,Nombre del artículo
"By using this form, I agree to the storage and processing of my data through this website.","Al usar este formulario, acepto el almacenamiento y procesamiento de mis datos por este sitio web."
Order Catalog,Pedir el catálogo
Order now for free,Pida ahora gratis
Order catalog by email,Pedir el catálogo por correo electrónico
Thank you for your inquiry. Our catalog will be sent to your registered e-mail address.,Gracias por su investigación. Nuestro catálogo será enviado a su dirección de correo electrónico registrada.
Your Catalog of Engelsrufer is here!,¡Tu catálogo de Engelsrufer está aquí!
Hello,Hola
We have received your order from the Engelsrufer catalog.,Hemos recibido su pedido del catálogo de Engelsrufer.
You can download this as a PDF here:,Puede descargarlo aquí como PDF:
Download Catalog,Descargar catálogo
back,volver
Place Order,Orden de pago
Cart Subtotal,Subtotal
"Just visit us if you want to buy these products, we look forward to it!","Sólo visítenos si quiere comprar estos productos, ¡lo estamos deseando!"
We are leaving this coupon ,Use este cupón
Credit or debit card,Introduzca la información de la tarjeta de crédito
Load previous ...,carga anterior ...
Gift Card has been successfully removed,La tarjeta de regalo fue retirada con éxito
Cannot remove gift card.,La tarjeta de regalo no puede ser retirada.
Gift Code Accounts,Cuentas de códigos de regalo
"Gift Card ""%1"" was added.","Se añadió la tarjeta de regalo ""%1""."
Gift Card was removed.,La tarjeta de regalo ha sido retirada.
Gift Card has been successfully added,La tarjeta de regalo fue añadida con éxito
Gift Codes,Códigos de la tarjeta de regalo
Current Balance,Balance actual
Valid till: %1,Válido hasta: %1
unlimited,infinito
Valid till: unlimited,Válido hasta: infinito
German,Alemán
English,Inglés
product type,Tipo de producto
stone type,Tipo de piedra
"material, alloy","Material, aleación"
From,de
From ,de
size,Tamaño
color,Color
Sale,Venta
"Thank you and best regards, Your %store_name","Muchas gracias y saludos, tu %nombre_de_tienda"
Once your package ships we will send you a tracking number.,"Tan pronto como se haya enviado, le proporcionaremos un número de seguimiento."
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","Puede comprobar el estado de su pedido entrando en <a href=""%account_url"">su cuenta</a>."
Once your package ships we will send an email with a link to track your order.,"Tan pronto como se haya enviado, le proporcionaremos un número de seguimiento."
"Your invoice and more details can now be found <a href=""%account_url"">in your account</a>.","Su factura y más detalles se pueden encontrar ahora en <a href=""%account_url"">su cuenta</a>."
"If you have any questions about your order or invoice, please contact us by e-mail at <a href=""mailto:%store_email"">%store_email</a>","Si tiene alguna pregunta con respecto a su pedido o factura, puede contactarnos por correo electrónico en <a href=""mailto:%store_email"">%store_email</a>"
Here you find your invoice.,Aquí encontrará su factura.
We have received your payment.,Hemos recibido su pago.
Thank you for your order with %store_name,Muchas gracias por su pedido en %store_name
Your return has been received by us. Herewith we confirm the refund of your money.,Hemos recibido su envío de vuelta. Por la presente confirmamos la devolución de su dinero.
"If you have any further questions about our products, please contact us by e-mail at<a href=""mailto:%store_email"">%store_email</a>","Si tiene más preguntas sobre nuestros productos, puede contactarnos por correo electrónico en <a href=""mailto:%store_email"">%store_email</a>"
Your credit was initiated.,Su crédito ha sido ejecutado.
"Use these access data during payment processing or to <a href=""%customer_url"">log in to your account</a> page:","Utilice estas credenciales durante el proceso de pago o para acceder a <a href=""%customer_url"">su cuenta</a>:"
"To register and create a user account, please use the following <a href=""%create_password_url"">link</a>:","Para registrarse con nosotros y crear una cuenta de usuario, por favor use el siguiente <a href=""%create_password_url"">link</a>:"
Your advantage? With a user account you are able to:,¿Su ventaja? Con una cuenta de usuario puedes:
Please confirm your email address %customer_email (link is only valid once):,"Por favor, confirme su dirección de correo electrónico %customer_email (el enlace sólo es válido una vez):"
"Use these access data during payment processing or to <a href=""%customer_url"">log in to your account</a>:","Utilice estas credenciales durante el proceso de pago o para acceder a <a href=""%customer_url"">su cuenta</a>:"
Have you forgotten your password? We will be happy to help you.,¿Ha olvidado su contraseña? Estamos encantados de ayudarle.
Elements,Elementos
"When you sign in to your account, you will be able to:","Cuando ingresas a tu cuenta de usuario, puedes:"
"Forgot your account password? Click <a href=""%reset_url"">here,</a> to reset it.","¿Olvidó su contraseña? Haga clic <a href=""%reset_url""> aquí,</a> para reiniciarlo"
closure types,Cierre
thickness,Fuerza
dimension,Dimensión
length,Longitud
function,Función
material,Aleación material
gold alloy,Aleación de oro
article no.,Número de artículo
You already have an account with us.,Ya tienes una cuenta con nosotros.
continue as guest.,o continuar como invitado
Continue as Guest.,o continuar como invitado
You already have an account with us. Sign in or continue as guest.,Ya tienes una cuenta con nosotros. Inicie sesión o continúe como invitado.
"Entity with specified Code ""%1"" not found.","El código del vale ""%1"" no es válido"
"Entity with specified Code %1"" not found.""","El código del vale ""%1"" no es válido"
data-protection,protección de datos
Available Soon,Pronto estará disponible de nuevo
Lieferzeit,tiempo de entrega
Vorname,Nombre
Nachname,Apellido
First Name,Nombre
Last Name,Apellido
Company,Compañía
Street Address,Dirección de la calle
Zip/Postal Code,Código postal
City,Ciudad	
Country,País
Phone Number,Número de teléfono	
State/Province,Estado/Provincia
"Please select a region, state or province.","Por favor, seleccione una región, estado o provincia."
Enter gift card code,Introduzca el código de la tarjeta de regalo
Email Address,Dirección de e-mail
Shipping Methods,Métodos de envío
Payment Methods,Métodos de pago
Versand an Ihre Lieferadresse,Envío a su dirección de entrega
What is PayPal?,¿Qué es PayPal?
"Sort By","Ordenar por"
Price,Precio
Position,Posición
"Product Name","Nombre del producto"
"später verfügbar","Disponible más tarde"
Sort by,Ordenar por
Product name,Nombre del producto
Price,Precio
Position,Posición
Shopping Cart,Carro de la compra
Item,Artículo
Price,Precio
Update Shopping Cart,Actualizar la cesta de la compra
Clear Shopping Cart,Limpiar el carrito de compras
Apply Discount,Aplicar el descuento
Summary,Resumen
Tax,Impuesto
Add gift card,Añadir tarjeta de regalo
New Customer,nuevo cliente
Shipping Address,Dirección de envío
My billing and shipping address are the same,Mi dirección de facturación y de envío son las mismas
Versand an Ihre Lieferadresse,Envío a su dirección de entrega
Standard,Estándar
Kreditkarte,Tarjeta de crédito
Price,Precio
Standard – Versand an Ihre Lieferadresse,Estándar - envío a su dirección de entrega
Tax,Impuesto
Invoice for your Engelsrufer order,Factura para su pedido de ángeles
Thank you for your order from Engelsrufer.,Gracias por su pedido de Angel Caller.
Your Invoice for Order,Su factura  para la orden
or call us at +49 (0) 9122 – 18 87 127.,o llámenos al +49 (0) 9122 - 18 87 127.
BILLING INFO,INFORMACIÓN DE FACTURACIÓN
SHIPPING INFO,INFORMACIÓN SOBRE EL ENVÍO
PAYMENT METHOD,MÉTODO DE PAGO
SHIPPING METHOD,MÉTODO DE ENVÍO
Kreditkarte,Tarjeta de crédito
Standard - Versand an Ihre Lieferadresse,Estándar - envío a su dirección de entrega
Items,Artículos
"Muchas gracias y saludos, tu %nombre_de_tienda-Team!","Muchas gracias y saludos, tu Engelsrufer-Team!"
Your Engelsrufer order confirmation,La confirmación de la orden de tu ángel llamador
Thank you for your order from Engelsrufer.,Gracias por su pedido de Angel Caller.
"If you have questions about your order, you can email us at customerservice@engelsrufer.deor call us at +49 (0) 9122 – 18 87 127","Si tiene preguntas sobre su pedido, puede enviarnos un correo electrónico a customerservice@engelsrufer.deor, llámenos al +49 (0) 9122 - 18 87 127"
Your Order,Su pedido
Placed on 12/08/2020 11:48:05,Colocado el 12/08/2020 11:48:05
BILLING INFO,INFORMACIÓN DE FACTURACIÓN
SHIPPING INFO,INFORMACIÓN SOBRE EL ENVÍO
PAYMENT METHOD,MÉTODO DE PAGO
SHIPPING METHOD,MÉTODO DE ENVÍO
Kreditkarte,Tarjeta de crédito
Standard - Versand an Ihre Lieferadresse,Estándar - envío a su dirección de entrega
Items,Artículos
Shipping & Handling,Envío y manejo
Grand Total,Total general
"Muchas gracias y saludos, tu %nombre_de_tienda-Team!","Muchas gracias y saludos, tu Engelsrufer-Team!"
Zahlungsbeleg von SchmuckZeit Europe GmbH,Recibo de pago de SchmuckZeit Europe GmbH
Zahlungsbeleg Nr. ,Comprobante de pago No 
BEZAHLTER BETRAG,CANTIDAD PAGADA
BEZAHLT AM,PAGADO
ZAHLUNGSMETHODE,MÉTODO DE PAGO
ÜBERSICHT,PANORAMA GENERAL
Order #4000000002 by Anna Bruckmann,Orden #NUMERO de NOMBRE
Bezahlter Betrag,Cantidad pagada
"Falls Sie noch weitere Fragen haben, können Sie uns unter online@schmuckzeiteurope.com per E-Mail oder unter +49 9122 1887127 telefonisch erreichen.","Si tiene más preguntas, puede ponerse en contacto con nosotros en online@schmuckzeiteurope.com por correo electrónico o por teléfono al +49 9122 1887127."
Wird diese E-Mail nicht richtig angezeigt? Im Browser anzeigen,¿No se muestra correctamente este correo electrónico? Mostrar en el navegador
"Sie erhalten diese E-Mail, weil Sie bei SchmuckZeit Europe GmbH eingekauft haben, der/die mit Stripe in Bezug auf Rechnungsstellung und Zahlungsabwicklung zusammenarbeitet.","Usted recibe este correo electrónico porque ha comprado en SchmuckZeit Europe GmbH, que trabaja con Stripe en la facturación y el procesamiento de pagos."
Welcome to Engelsrufer.,Bienvenido a Engelsrufer
Use these access data during payment processing or to log in to your account page:,Utilice estos datos de acceso durante el proceso de pago o para acceder a su página de cuenta:
Password: Password you set when creating account,Contraseña: Contraseña que estableció al crear la cuenta
"Forgot your account password? Click here, to reset it.","¿Olvidó la contraseña de su cuenta? Haga clic aquí, para reiniciarlo."
Proceed through checkout faster,Proceda a la caja más rápido
Check the status of orders,Verificar el estado de las órdenes
View past orders,ver las órdenes anteriores
Store alternative addresses (for shipping to multiple family members and friends),Almacenar direcciones alternativas (para enviar a varios miembros de la familia y amigos)
"Muchas gracias y saludos, tu %nombre_de_tienda-Team!","Muchas gracias y saludos, tu Engelsrufer-Team!"
Der Artikel wurde erfolgreich in den Warenkorb gelegt,El artículo se añadió con éxito al carrito de la compra
Sign in,Ingresa
NEW CUSTOMERS,Nuevo cliente
Create an Account,Crear una nueva cuenta
Yout have no items in your shopping cart.,No tienes artículos en tu carrito de compras.
Password Strength: No Password,Fuerza de la contraseña: No hay contraseña
Confirm Password,confirmar la contraseña
Your search returned no results,Su búsqueda no dio resultados
Versand an Ihre Lieferadresse,Envío a su dirección de entrega
Order Total,Total del pedido
Add Gift Card,Introduzca el código de la tarjeta de regalo
View and Edit Cart,Mostrar y editar la cesta de la compra
"The coupon code "" is not valid.","El código del vale "" es inválido."
Thank you for your Order from Engelsrufer.,
"All","Todos",module,Magento_AdminGws
"None","Ninguno",module,Magento_AdminGws
"Allowed Scopes","Vistas permitidas",module,Magento_AdminGws
"You need more permissions to delete this item(s): %1.","Necesitas más permisos para eliminar este artículo(s): %1.",module,Magento_AdminGws
"You need more permissions to apply some of the rule updates.","Necesitas más permisos para aplicar algunas de las actualizaciones de las reglas.",module,Magento_AdminGws
"Please assign this entity to a store view.","Por favor asigne esta entidad a una vista de la tienda.",module,Magento_AdminGws
"You can create orders only in an active store.","Sólo puedes crear pedidos en una tienda activada.",module,Magento_AdminGws
"Please assign this item to a store view.","Por favor, asigna una vista de tienda a éste elemento.",module,Magento_AdminGws
"You need more permissions to save this item.","Necesita más permisos para guardar este artículo.",module,Magento_AdminGws
"You need more permissions to delete this item.","Necesita más permisos para eliminar este artículo.",module,Magento_AdminGws
"You need more permissions to view this item.","Necesita más permisos para ver este artículo.",module,Magento_AdminGws
"Please specify at least one website or one store group.","Especifique al menos un sitio web o un grupo de tienda.",module,Magento_AdminGws
"You need more permissions to set All Scopes to a Role.","Necesita más permisos para establecer todos los ámbitos en un rol.",module,Magento_AdminGws
"Incorrect website ID: %1","ID de sitio incorrecto: %1",module,Magento_AdminGws
"You need more permissions to access website ""%1"".","Necesitas más permisos para acceder a la página web ""%1"".",module,Magento_AdminGws
"Incorrect store ID: %1","ID de tienda incorrecta: %1",module,Magento_AdminGws
"You need more permissions to save this setting.","Necesitas más permisos para guardar esta configuración.",module,Magento_AdminGws
"Role Scopes","Alcance del Role",module,Magento_AdminGws
"Custom","Personalizado",module,Magento_AdminGws
"You don't have permissions to save this item in scope of current store view. Please, switch to allowed store view","No tiene permisos para guardar este artículo en el alcance de la vista de tienda actual. Por favor, cambie a la vista de tienda permitida",module,Magento_AdminGws
"More permissions are needed to delete the ""%1"" item.","Se necesitan más permisos para eliminar el elemento ""%1"".",module,Magento_AdminGws
"This entity needs to be assigned to a store view. Verify the entity assignment and try again.","Esta entidad debe ser asignada a una vista de la tienda. Verificar la asignación de entidad e inténtelo de nuevo.",module,Magento_AdminGws
"Orders can only be completed in an active store. Verify the store and try again.","Los pedidos sólo se pueden completar en una tienda activa. Verifique la tienda e inténtelo de nuevo.",module,Magento_AdminGws
"This item needs to be assigned to a store view. Assign item and try again.","Este elemento necesita ser asignado a una vista de la tienda. Asigne un elemento y vuelva a intentarlo.",module,Magento_AdminGws
"More permissions are needed to save this item.","Se necesitan más permisos para guardar este elemento.",module,Magento_AdminGws
"More permissions are needed to delete this item.","Más permisos son necesarios para eliminar este elemento.",module,Magento_AdminGws
"More permissions are needed to view this item.","Se necesitan más permisos para guardar este elemento.",module,Magento_AdminGws
"At least one website or store group needs to be selected. Select and try again.","Debe seleccionarse al menos un sitio web o grupo de tienda. Seleccione e inténtelo de nuevo.",module,Magento_AdminGws
"More permissions are needed to set All Scopes to a Role.","Más permisos son necesarios para fijar en todos los ámbitos en un Role.",module,Magento_AdminGws
"The ""%1"" website ID is incorrect. Verify the website ID and try again.","El ID de la Página Web ""%1"" es incorrecto. Verificar el ID de la página web e inténtelo de nuevo.",module,Magento_AdminGws
"The ""%1"" store ID is incorrect. Verify the store ID and try again.","El ID de la tienda ""%1"" es incorrecto. Verificar el ID de la página web e inténtelo de nuevo.",module,Magento_AdminGws
"More permissions are needed to save this setting.","Más permisos son necesarios para guardar esta configuración.",module,Magento_AdminGws
"Read Details","Leer detalles",module,Magento_AdminNotification
"Mark as Read","Marcar como leído",module,Magento_AdminNotification
"Are you sure?","¿Seguro que quiere continuar?",module,Magento_AdminNotification
"Remove","Eliminar",module,Magento_AdminNotification
"Messages Inbox","Bandeja de entrada",module,Magento_AdminNotification
"You have %1 new system messages","Tiene %1 nuevos mensajes del sistema",module,Magento_AdminNotification
"You have %1 new system message","Tiene %1 nuevos mensajes del sistema",module,Magento_AdminNotification
